"Reference_Name","ISO_639","Language_Type","DLS_Level","Raw_Score","Adjusted_Score","Proportional_Score","Content","Encoding","Surface","Localized","Meaning","Speech","Assistant"
"Tumi","kku","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kangean","kkv","Living","Still",0,0,0,0,0,0,0,0,0,0
"Teke-Kukuya","kkw","Living","Still",0,0,0,0,0,0,0,0,0,0
"Guugu Yimidhirr","kky","Living","Still",0,0,0,0,0,0,0,0,0,0
"Klamath-Modoc","kla","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Weliki","klh","Living","Still",0,0,0,0,0,0,0,0,0,0
"Khalaj","klj","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kono (Nigeria)","klk","Living","Still",0,0,0,0,0,0,0,0,0,0
"Migum","klm","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kapya","klo","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kamasa","klp","Living","Still",0,0,0,0,0,0,0,0,0,0
"Khaling","klr","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kalao","kly","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kabola","klz","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kare (Papua New Guinea)","kmf","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kami (Nigeria)","kmi","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kumarbhag Paharia","kmj","Living","Still",0,0,0,0,0,0,0,0,0,0
"Awtuw","kmn","Living","Still",0,0,0,0,0,0,0,0,0,0
"Waboda","kmx","Living","Still",0,0,0,0,0,0,0,0,0,0
"Dera (Nigeria)","kna","Living","Still",0,0,0,0,0,0,0,0,0,0
"Konda","knd","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kanufi","kni","Living","Still",0,0,0,0,0,0,0,0,0,0
"Keninjal","knl","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kanamarí","knm","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kintaq","knq","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kaningra","knr","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kensiu","kns","Living","Still",0,0,0,0,0,0,0,0,0,0
"Panoan Katukína","knt","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kono (Guinea)","knu","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kung-Ekoka","knw","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kalamsé","knz","Living","Still",0,0,0,0,0,0,0,0,0,0
"Konomala","koa","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kpati","koc","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Kacipo-Bale Suri","koe","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kubi","kof","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Koyo","koh","Living","Still",0,0,0,0,0,0,0,0,0,0
"Waube","kop","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kudu-Camo","kov","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kugama","kow","Living","Still",0,0,0,0,0,0,0,0,0,0
"Korak","koz","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kutto","kpa","Living","Still",0,0,0,0,0,0,0,0,0,0
"Mullu Kurumba","kpb","Living","Still",0,0,0,0,0,0,0,0,0,0
"Koba","kpd","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kplang","kph","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kofei","kpi","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kpan","kpk","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kpala","kpl","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kepkiriwát","kpn","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Korupun-Sela","kpq","Living","Still",0,0,0,0,0,0,0,0,0,0
"Karata","kpt","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kafoa","kpu","Living","Still",0,0,0,0,0,0,0,0,0,0
"Khe","kqg","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kisankasa","kqh","Living","Still",0,0,0,0,0,0,0,0,0,0
"Koitabu","kqi","Living","Still",0,0,0,0,0,0,0,0,0,0
"Koromira","kqj","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kotafon Gbe","kqk","Living","Still",0,0,0,0,0,0,0,0,0,0
"Khisa","kqm","Living","Still",0,0,0,0,0,0,0,0,0,0
"Krenak","kqq","Living","Still",0,0,0,0,0,0,0,0,0,0
"Klias River Kadazan","kqt","Living","Still",0,0,0,0,0,0,0,0,0,0
"Seroa","kqu","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Okolod","kqv","Living","Still",0,0,0,0,0,0,0,0,0,0
"Karkin","krb","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Kairui-Midiki","krd","Living","Still",0,0,0,0,0,0,0,0,0,0
"Panará","kre","Living","Still",0,0,0,0,0,0,0,0,0,0
"Koro (Vanuatu)","krf","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kurama","krh","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kerek","krk","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Kryts","kry","Living","Still",0,0,0,0,0,0,0,0,0,0
"Sota Kanum","krz","Living","Still",0,0,0,0,0,0,0,0,0,0
"Shuwa-Zamani","ksa","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kuni","kse","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kusaghe","ksg","Living","Still",0,0,0,0,0,0,0,0,0,0
"Krisa","ksi","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kansa","ksk","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kumalu","ksl","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kumba","ksm","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kasiguranin","ksn","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kofa","kso","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kwaami","ksq","Living","Still",0,0,0,0,0,0,0,0,0,0
"Khamyang","ksu","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kusu","ksv","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kedang","ksx","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kharia Thar","ksy","Living","Still",0,0,0,0,0,0,0,0,0,0
"Katua","kta","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kholok","ktc","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kokata","ktd","Living","Still",0,0,0,0,0,0,0,0,0,0
"Nubri","kte","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kalkutung","ktg","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"North Muyu","kti","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kaniet","ktk","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Koroshi","ktl","Living","Still",0,0,0,0,0,0,0,0,0,0
"Karitiâna","ktn","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kaduo","ktp","Living","Still",0,0,0,0,0,0,0,0,0,0
"Katabaga","ktq","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"South Muyu","kts","Living","Still",0,0,0,0,0,0,0,0,0,0
"Ketum","ktt","Living","Still",0,0,0,0,0,0,0,0,0,0
"Eastern Katu","ktv","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kaxararí","ktx","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kwinsu","kuc","Living","Still",0,0,0,0,0,0,0,0,0,0
"Western Katu","kuf","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kupa","kug","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kushi","kuh","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kuikúro-Kalapálo","kui","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kepo'","kuk","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kulere","kul","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kumukio","kuo","Living","Still",0,0,0,0,0,0,0,0,0,0
"Karipuna","kuq","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kur","kuv","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kukatja","kux","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kuuku-Ya'u","kuy","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kunza","kuz","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Bagvalal","kva","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kubu","kvb","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kove","kvc","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kui (Indonesia)","kvd","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kalabakan","kve","Living","Still",0,0,0,0,0,0,0,0,0,0
"Komodo","kvh","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kompane","kvp","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kola","kvv","Living","Still",0,0,0,0,0,0,0,0,0,0
"Wersing","kvw","Living","Still",0,0,0,0,0,0,0,0,0,0
"Tsakwambo","kvz","Living","Still",0,0,0,0,0,0,0,0,0,0
"Dâw","kwa","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kwa","kwb","Living","Still",0,0,0,0,0,0,0,0,0,0
"Likwala","kwc","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kwerba","kwe","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kowiai","kwh","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kofyar","kwl","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kwambi","kwm","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kodia","kwp","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kwer","kwr","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kwese","kws","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kwesten","kwt","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kwadi","kwz","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Kairiru","kxa","Living","Still",0,0,0,0,0,0,0,0,0,0
"Krobu","kxb","Living","Still",0,0,0,0,0,0,0,0,0,0
"Keningau Murut","kxi","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kanowit-Tanjong Melanau","kxn","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kanoé","kxo","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Smärky Kanum","kxq","Living","Still",0,0,0,0,0,0,0,0,0,0
"Koro (Papua New Guinea)","kxr","Living","Still",0,0,0,0,0,0,0,0,0,0
"Koiwat","kxt","Living","Still",0,0,0,0,0,0,0,0,0,0
"Likuba","kxx","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kayong","kxy","Living","Still",0,0,0,0,0,0,0,0,0,0
"Karey","kyd","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kiput","kyi","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kalapuya","kyl","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kpatili","kym","Living","Still",0,0,0,0,0,0,0,0,0,0
"Northern Binukidnon","kyn","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kelon","kyo","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kang","kyp","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kuruáya","kyr","Living","Still",0,0,0,0,0,0,0,0,0,0
"Baram Kayan","kys","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kayagar","kyt","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kayort","kyv","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kambaira","kyy","Living","Still",0,0,0,0,0,0,0,0,0,0
"Western Karaboro","kza","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kaibobo","kzb","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kadai","kzd","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kikai","kzg","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kelabit","kzi","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kazukuru","kzk","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Kayeli","kzl","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kais","kzm","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kaningi","kzo","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kaidipang","kzp","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kaike","kzq","Living","Still",0,0,0,0,0,0,0,0,0,0
"Sugut Dusun","kzs","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kayupulau","kzu","Living","Still",0,0,0,0,0,0,0,0,0,0
"Komyandaret","kzv","Living","Still",0,0,0,0,0,0,0,0,0,0
"Karirí-Xocó","kzw","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Kamarian","kzx","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Kalabra","kzz","Living","Still",0,0,0,0,0,0,0,0,0,0
"Linear A","lab","Ancient","Still",0,0,0,0,0,0,0,0,0,0
"Lafofa","laf","Living","Still",0,0,0,0,0,0,0,0,0,0
"Laka (Nigeria)","lak","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lalia","lal","Living","Still",0,0,0,0,0,0,0,0,0,0
"Qabiao","laq","Living","Still",0,0,0,0,0,0,0,0,0,0
"Laba","lau","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lauje","law","Living","Still",0,0,0,0,0,0,0,0,0,0
"Tiwa","lax","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lama Bai","lay","Living","Still",0,0,0,0,0,0,0,0,0,0
"Aribwatsa","laz","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Laopang","lbg","Living","Still",0,0,0,0,0,0,0,0,0,0
"Rmeet","lbn","Living","Still",0,0,0,0,0,0,0,0,0,0
"Laven","lbo","Living","Still",0,0,0,0,0,0,0,0,0,0
"Wampar","lbq","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lohorung","lbr","Living","Still",0,0,0,0,0,0,0,0,0,0
"Libyan Sign Language","lbs","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lachi","lbt","Living","Still",0,0,0,0,0,0,0,0,0,0
"Labu","lbu","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lavatbura-Lamusong","lbv","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lawangan","lbx","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lamalama","lby","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Lardil","lbz","Living","Still",0,0,0,0,0,0,0,0,0,0
"Legenyem","lcc","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lola","lcd","Living","Still",0,0,0,0,0,0,0,0,0,0
"Loncong","lce","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lubu","lcf","Living","Still",0,0,0,0,0,0,0,0,0,0
"Luchazi","lch","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lisela","lcl","Living","Still",0,0,0,0,0,0,0,0,0,0
"Luhu","lcq","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lisabata-Nuniali","lcs","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kla-Dan","lda","Living","Still",0,0,0,0,0,0,0,0,0,0
"Luri","ldd","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lenyima","ldg","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lamja-Dengsa-Tola","ldh","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lemoro","ldj","Living","Still",0,0,0,0,0,0,0,0,0,0
"Leelau","ldk","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kaan","ldl","Living","Still",0,0,0,0,0,0,0,0,0,0
"Láadan","ldn","Constructed","Still",0,0,0,0,0,0,0,0,0,0
"Loo","ldo","Living","Still",0,0,0,0,0,0,0,0,0,0
"Tso","ldp","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lufu","ldq","Living","Still",0,0,0,0,0,0,0,0,0,0
"Leco","lec","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lemio","lei","Living","Still",0,0,0,0,0,0,0,0,0,0
"Leipon","lek","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lele (Democratic Republic of Congo)","lel","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lenca","len","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Lenkau","ler","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lesing-Gelimi","let","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lamma","lev","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lemolang","ley","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lungga","lga","Living","Still",0,0,0,0,0,0,0,0,0,0
"Laghu","lgb","Living","Still",0,0,0,0,0,0,0,0,0,0
"Laghuu","lgh","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lengilu","lgi","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lingarak","lgk","Living","Still",0,0,0,0,0,0,0,0,0,0
"Logba","lgq","Living","Still",0,0,0,0,0,0,0,0,0,0
"Pahi","lgt","Living","Still",0,0,0,0,0,0,0,0,0,0
"Longgu","lgu","Living","Still",0,0,0,0,0,0,0,0,0,0
"Laha (Viet Nam)","lha","Living","Still",0,0,0,0,0,0,0,0,0,0
"Laha (Indonesia)","lhh","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lahul Lohar","lhl","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lahanan","lhn","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lhokpu","lhp","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lo-Toga","lht","Living","Still",0,0,0,0,0,0,0,0,0,0
"Likum","lib","Living","Still",0,0,0,0,0,0,0,0,0,0
"Hlai","lic","Living","Still",0,0,0,0,0,0,0,0,0,0
"Likila","lie","Living","Still",0,0,0,0,0,0,0,0,0,0
"Ligbi","lig","Living","Still",0,0,0,0,0,0,0,0,0,0
"Liki","lio","Living","Still",0,0,0,0,0,0,0,0,0,0
"Libido","liq","Living","Still",0,0,0,0,0,0,0,0,0,0
"Logorik","liu","Living","Still",0,0,0,0,0,0,0,0,0,0
"Col","liw","Living","Still",0,0,0,0,0,0,0,0,0,0
"Liabuku","lix","Living","Still",0,0,0,0,0,0,0,0,0,0
"Libinza","liz","Living","Still",0,0,0,0,0,0,0,0,0,0
"Golpa","lja","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Laiyolo","lji","Living","Still",0,0,0,0,0,0,0,0,0,0
"Li'o","ljl","Living","Still",0,0,0,0,0,0,0,0,0,0
"Yirandali","ljw","Living","Still",0,0,0,0,0,0,0,0,0,0
"Yuru","ljx","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Lakalei","lka","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kucong","lkc","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lakondê","lkd","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lakha","lkh","Living","Still",0,0,0,0,0,0,0,0,0,0
"Remun","lkj","Living","Still",0,0,0,0,0,0,0,0,0,0
"Laeko-Libuat","lkl","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kalaamaya","lkm","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Lakon","lkn","Living","Still",0,0,0,0,0,0,0,0,0,0
"Päri","lkr","Living","Still",0,0,0,0,0,0,0,0,0,0
"Kungkari","lku","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Lokoya","lky","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lala-Roba","lla","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lele (Guinea)","llc","Living","Still",0,0,0,0,0,0,0,0,0,0
"Hermit","llf","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Lamu","llh","Living","Still",0,0,0,0,0,0,0,0,0,0
"Teke-Laali","lli","Living","Still",0,0,0,0,0,0,0,0,0,0
"Ladji Ladji","llj","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Lelak","llk","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Lilau","lll","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lasalimu","llm","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lolak","llq","Living","Still",0,0,0,0,0,0,0,0,0,0
"East Limba","lma","Living","Still",0,0,0,0,0,0,0,0,0,0
"Merei","lmb","Living","Still",0,0,0,0,0,0,0,0,0,0
"Limilngan","lmc","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"South Lembata","lmf","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lamogai","lmg","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lambichhong","lmh","Living","Still",0,0,0,0,0,0,0,0,0,0
"West Lembata","lmj","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lamatuka","lmq","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lamalera","lmr","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lamenu","lmu","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lomaiviti","lmv","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lake Miwok","lmw","Living","Still",0,0,0,0,0,0,0,0,0,0
"Mbalanhu","lnb","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lundayeh","lnd","Living","Still",0,0,0,0,0,0,0,0,0,0
"Langobardic","lng","Ancient","Still",0,0,0,0,0,0,0,0,0,0
"Lanoh","lnh","Living","Still",0,0,0,0,0,0,0,0,0,0
"Daantanai'","lni","Living","Still",0,0,0,0,0,0,0,0,0,0
"Leningitij","lnj","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Langam","lnm","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lorediakarkar","lnn","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lanima","lnw","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Lonzo","lnz","Living","Still",0,0,0,0,0,0,0,0,0,0
"Loloda","loa","Living","Still",0,0,0,0,0,0,0,0,0,0
"Logol","lof","Living","Still",0,0,0,0,0,0,0,0,0,0
"Loma (Côte d'Ivoire)","loi","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lopa","lop","Living","Still",0,0,0,0,0,0,0,0,0,0
"Loniu","los","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lopi","lov","Living","Still",0,0,0,0,0,0,0,0,0,0
"Tampias Lobu","low","Living","Still",0,0,0,0,0,0,0,0,0,0
"Loun","lox","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lelepa","lpa","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lepki","lpe","Living","Still",0,0,0,0,0,0,0,0,0,0
"Long Phuri Naga","lpn","Living","Still",0,0,0,0,0,0,0,0,0,0
"Rara Bakati'","lra","Living","Still",0,0,0,0,0,0,0,0,0,0
"Laurentian","lre","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Laragia","lrg","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Marachi","lri","Living","Still",0,0,0,0,0,0,0,0,0,0
"Loarki","lrk","Living","Still",0,0,0,0,0,0,0,0,0,0
"Marama","lrm","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lorang","lrn","Living","Still",0,0,0,0,0,0,0,0,0,0
"Southern Yamphu","lrr","Living","Still",0,0,0,0,0,0,0,0,0,0
"Larevat","lrv","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lemerig","lrz","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lasgerdi","lsa","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lishana Deni","lsd","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lusengo","lse","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lish","lsh","Living","Still",0,0,0,0,0,0,0,0,0,0
"Tibetan Sign Language","lsn","Living","Still",0,0,0,0,0,0,0,0,0,0
"Laos Sign Language","lso","Living","Still",0,0,0,0,0,0,0,0,0,0
"Aruop","lsr","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lasi","lss","Living","Still",0,0,0,0,0,0,0,0,0,0
"Trinidad and Tobago Sign Language","lst","Living","Still",0,0,0,0,0,0,0,0,0,0
"Sivia Sign Language","lsv","Living","Still",0,0,0,0,0,0,0,0,0,0
"Mauritian Sign Language","lsy","Living","Still",0,0,0,0,0,0,0,0,0,0
"Late Middle Chinese","ltc","Historical","Still",0,0,0,0,0,0,0,0,0,0
"Thur","lth","Living","Still",0,0,0,0,0,0,0,0,0,0
"Latundê","ltn","Living","Still",0,0,0,0,0,0,0,0,0,0
"Tsotso","lto","Living","Still",0,0,0,0,0,0,0,0,0,0
"Latu","ltu","Living","Still",0,0,0,0,0,0,0,0,0,0
"Laua","luf","Living","Still",0,0,0,0,0,0,0,0,0,0
"Luiseno","lui","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Luna","luj","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lunanakha","luk","Living","Still",0,0,0,0,0,0,0,0,0,0
"Olu'bo","lul","Living","Still",0,0,0,0,0,0,0,0,0,0
"Luimbi","lum","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lumbu","lup","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lucumi","luq","Living","Still",0,0,0,0,0,0,0,0,0,0
"Laura","lur","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lumba-Yakkha","luu","Living","Still",0,0,0,0,0,0,0,0,0,0
"Luwati","luv","Living","Still",0,0,0,0,0,0,0,0,0,0
"Maku'a","lva","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lavi","lvi","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lavukaleve","lvk","Living","Still",0,0,0,0,0,0,0,0,0,0
"Levuka","lvu","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lwalu","lwa","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lewo Eleng","lwe","Living","Still",0,0,0,0,0,0,0,0,0,0
"White Lachi","lwh","Living","Still",0,0,0,0,0,0,0,0,0,0
"Laomian","lwm","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lewotobi","lwt","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lawu","lwu","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lakurumau","lxm","Living","Still",0,0,0,0,0,0,0,0,0,0
"Layakha","lya","Living","Still",0,0,0,0,0,0,0,0,0,0
"Lyngngam","lyg","Living","Still",0,0,0,0,0,0,0,0,0,0
"Luyana","lyn","Living","Still",0,0,0,0,0,0,0,0,0,0
"Litzlitz","lzl","Living","Still",0,0,0,0,0,0,0,0,0,0
"Leinong Naga","lzn","Living","Still",0,0,0,0,0,0,0,0,0,0
"Bo-Rukul","mae","Living","Still",0,0,0,0,0,0,0,0,0,0
"Molale","mbe","Extinct","Still",0,0,0,0,0,0,0,0,0,0
"Malol","mbk","Living","Still",0,0,0,0,0,0,0,0,0,0
"Ombamba","mbm","Living","Still",0,0,0,0,0,0,0,0,0,0
"Macaguán","mbn","Living","Still",0,0,0,0,0,0,0,0,0,0
"Nukak Makú","mbr","Living","Still",0,0,0,0,0,0,0,0,0,0
"Mbulungish","mbv","Living","Still",0,0,0,0,0,0,0,0,0,0
"Mari (East Sepik Province)","mbx","Living","Still",0,0,0,0,0,0,0,0,0,0
"Amoltepec Mixtec","mbz","Living","Still",0,0,0,0,0,0,0,0,0,0
"Bitur","mcc","Living","Still",0,0,0,0,0,0,0,0,0,0
"Itundujia Mixtec","mce","Living","Still",0,0,0,0,0,0,0,0,0,0
"Mapoyo","mcg","Living","Still",0,0,0,0,0,0,0,0,0,0
"Maquiritari","mch","Living","Still",0,0,0,0,0,0,0,0,0,0
"Mvanip","mcj","Living","Still",0,0,0,0,0,0,0,0,0,0
"Macaguaje","mcl","Extinct","Still",0,0,0,0,0,0,0,0,0,0
